subj	rel	obj	id	flag
surface area|ns	structural-noun-compound	surface|n	11a7-2581-9122-ab66	0
natural process|jn	structural-adjective	natural|j	11c8-fdbb-e0de-c7b7	0
natural process|jn	structural-noun	process|n	11c8-fdbb-e0de-c7b7	0
process|n	has property	natural|j	11c8-fdbb-e0de-c7b7	0
process|n	has property	slow|j	11c8-fdbb-e0de-c7b7	0
slow process|jn	structural-adjective	slow|j	11c8-fdbb-e0de-c7b7	0
slow process|jn	structural-noun	process|n	11c8-fdbb-e0de-c7b7	0
soil erosion|ns	structural-noun-compound	erosion|n	11c8-fdbb-e0de-c7b7	0
soil erosion|ns	structural-noun-compound	soil|n	11c8-fdbb-e0de-c7b7	0
heal bone|vp	structural-patient	bone|n	11e0-b0f3-137d-951c	2
heal bone|vp	structural-verb	heal|v	11e0-b0f3-137d-951c	2
heal|v	patient	bone|n	11e0-b0f3-137d-951c	2
strengthen bone|vp	structural-patient	bone|n	11e0-b0f3-137d-951c	2
strengthen bone|vp	structural-verb	strengthen|v	11e0-b0f3-137d-951c	2
strengthen|v	patient	bone|n	11e0-b0f3-137d-951c	2
vitamin d|ns	structural-noun-compound	d|n	11e0-b0f3-137d-951c	0
vitamin d|ns	structural-noun-compound	vitamin|n	11e0-b0f3-137d-951c	0
maple tree|ns	structural-noun-compound	maple|n	11f2-4ff8-e494-7018	0
maple tree|ns	structural-noun-compound	tree|n	11f2-4ff8-e494-7018	0
measure time|vp	structural-patient	time|n	122e-b36b-0183-80c7	2
measure time|vp	structural-verb	measure|v	122e-b36b-0183-80c7	2
measure|v	patient	time|n	122e-b36b-0183-80c7	2
dwarf planet|ns	structural-noun	planet|n	1230-534f-c1fb-8a2a	0
dwarf planet|ns	structural-noun-compound	dwarf|n	1230-534f-c1fb-8a2a	0
planet|n	has property	dwarf|j	1230-534f-c1fb-8a2a	0
food spoil|av	structural-agent	food|n	123c-6e70-ccd0-1f3d	2
food spoil|av	structural-verb	spoil|v	123c-6e70-ccd0-1f3d	2
spoil|v	agent	food|n	123c-6e70-ccd0-1f3d	2
crop rotation|ns	structural-noun-compound	crop|n	123d-8a65-3831-3fa1	0
crop rotation|ns	structural-noun-compound	rotation|n	123d-8a65-3831-3fa1	0
protect soil|vp	structural-patient	soil|n	123d-8a65-3831-3fa1	2
protect soil|vp	structural-verb	protect|v	123d-8a65-3831-3fa1	2
protect|v	patient	soil|n	123d-8a65-3831-3fa1	2
renew soil|vp	structural-patient	soil|n	123d-8a65-3831-3fa1	2
renew soil|vp	structural-verb	renew|v	123d-8a65-3831-3fa1	2
renew|v	patient	soil|n	123d-8a65-3831-3fa1	2
clear|v	agent	planet|n	123d-9df4-bf21-0c14	2
clear|v	patient	orbit|n	123d-9df4-bf21-0c14	2
planet clear orbit|avp	structural-agent	planet|n	123d-9df4-bf21-0c14	2
planet clear orbit|avp	structural-patient	orbit|n	123d-9df4-bf21-0c14	2
planet clear orbit|avp	structural-verb	clear|v	123d-9df4-bf21-0c14	2
measure time|vp	structural-patient	time|n	1271-8178-87cf-045c	2
measure time|vp	structural-verb	measure|v	1271-8178-87cf-045c	2
measure|v	patient	time|n	1271-8178-87cf-045c	2
matter state|ns	structural-noun-compound	matter|n	1278-7e0e-79a5-2547	0
matter state|ns	structural-noun-compound	state|n	1278-7e0e-79a5-2547	0
measure temperature|vp	structural-patient	temperature|n	1296-2edb-a443-10d1	2
measure temperature|vp	structural-verb	measure|v	1296-2edb-a443-10d1	2
measure|v	patient	temperature|n	1296-2edb-a443-10d1	2
close light|jn	structural-adjective	close|j	12b0-e9bb-c84e-6a42	0
close light|jn	structural-noun	light|n	12b0-e9bb-c84e-6a42	0
light|n	has property	close|j	12b0-e9bb-c84e-6a42	0
dead organism|jn	structural-adjective	dead|j	12d9-60df-23de-f00f	0
dead organism|jn	structural-noun	organism|n	12d9-60df-23de-f00f	0
organism|n	has property	dead|j	12d9-60df-23de-f00f	0
water cycle|ns	structural-noun-compound	cycle|n	12e1-c575-a443-87f3	0
water cycle|ns	structural-noun-compound	water|n	12e1-c575-a443-87f3	0
device|n	has property	electrical|j	130a-ea4e-6de1-a4af	0
electrical device|jn	structural-adjective	electrical|j	130a-ea4e-6de1-a4af	0
electrical device|jn	structural-noun	device|n	130a-ea4e-6de1-a4af	0
life cycle|ns	structural-noun-compound	cycle|n	1323-e32a-5c92-8dbb	0
life cycle|ns	structural-noun-compound	life|n	1323-e32a-5c92-8dbb	0
cell phone|ns	structural-noun-compound	cell|n	1368-7e6c-b1cf-28db	0
cell phone|ns	structural-noun-compound	phone|n	1368-7e6c-b1cf-28db	0
little liquid|qn	structural-noun	liquid|n	1383-98fd-54fa-3ce4	0
little liquid|qn	structural-quantifier	little|q	1383-98fd-54fa-3ce4	0
a|n	has property	m|j	1389-2bb5-b15b-83a7	0
e|n	has property	f|j	1389-2bb5-b15b-83a7	0
f e|jn	structural-adjective	f|j	1389-2bb5-b15b-83a7	0
f e|jn	structural-noun	e|n	1389-2bb5-b15b-83a7	0
m a|jn	structural-adjective	m|j	1389-2bb5-b15b-83a7	0
m a|jn	structural-noun	a|n	1389-2bb5-b15b-83a7	0
northern winter|jn	structural-adjective	northern|j	13ac-fd63-feca-f384	0
northern winter|jn	structural-noun	winter|n	13ac-fd63-feca-f384	0
winter|n	has property	northern|j	13ac-fd63-feca-f384	0
gather information|vp	structural-patient	information|n	13d5-3248-93e0-97df	2
gather information|vp	structural-verb	gather|v	13d5-3248-93e0-97df	2
gather|v	patient	information|n	13d5-3248-93e0-97df	2
crash car|vp	structural-patient	car|n	13f7-a730-e457-60bf	2
crash car|vp	structural-verb	crash|v	13f7-a730-e457-60bf	2
crash|v	patient	car|n	13f7-a730-e457-60bf	2
decrease visibility|vp	structural-patient	visibility|n	13f7-a730-e457-60bf	2
decrease visibility|vp	structural-verb	decrease|v	13f7-a730-e457-60bf	2
decrease|v	patient	visibility|n	13f7-a730-e457-60bf	2
characteristic|n	has property	inherited|j	13fe-fbb8-d3d3-8bb8	0
inherited characteristic|jn	structural-adjective	inherited|j	13fe-fbb8-d3d3-8bb8	0
inherited characteristic|jn	structural-noun	characteristic|n	13fe-fbb8-d3d3-8bb8	0
degrees kelvin|ns	structural-noun-compound	degree|n	140c-77ad-c6a7-5b26	0
degrees kelvin|ns	structural-noun-compound	kelvin|n	140c-77ad-c6a7-5b26	0
absorb sunlight|vp	structural-patient	sunlight|n	141a-5c36-0fac-52ac	2
absorb sunlight|vp	structural-verb	absorb|v	141a-5c36-0fac-52ac	2
absorb|v	patient	sunlight|n	141a-5c36-0fac-52ac	2
receive sunlight|vp	structural-patient	sunlight|n	141a-5c36-0fac-52ac	2
receive sunlight|vp	structural-verb	receive|v	141a-5c36-0fac-52ac	2
receive|v	patient	sunlight|n	141a-5c36-0fac-52ac	2
car engine run|av	structural-agent	car engine|ns	144d-b049-cabe-6198	2
car engine run|av	structural-verb	run|v	144d-b049-cabe-6198	2
car engine|ns	structural-noun-compound	car|n	144d-b049-cabe-6198	0
car engine|ns	structural-noun-compound	engine|n	144d-b049-cabe-6198	0
heat energy|ns	structural-noun-compound	energy|n	144d-b049-cabe-6198	0
heat energy|ns	structural-noun-compound	heat|n	144d-b049-cabe-6198	0
run|v	agent	car engine|ns	144d-b049-cabe-6198	2
many year|qn	structural-noun	year|n	1456-98fe-3171-af46	0
many year|qn	structural-quantifier	many|q	1456-98fe-3171-af46	0
nonrenewable resource|jn	structural-adjective	nonrenewable|j	1456-98fe-3171-af46	0
nonrenewable resource|jn	structural-noun	resource|n	1456-98fe-3171-af46	0
resource|n	has property	nonrenewable|j	1456-98fe-3171-af46	0
quick travel|jn	structural-adjective	quick|j	14a9-afe5-f64a-d254	0
quick travel|jn	structural-noun	travel|n	14a9-afe5-f64a-d254	0
travel|n	has property	quick|j	14a9-afe5-f64a-d254	0
avoid waste|vp	structural-patient	waste|n	14dd-cb36-7a17-38fa	2
avoid waste|vp	structural-verb	avoid|v	14dd-cb36-7a17-38fa	2
avoid|v	patient	waste|n	14dd-cb36-7a17-38fa	2
take resource|vp	structural-patient	resource|n	1510-dba6-1988-692c	2
take resource|vp	structural-verb	take|v	1510-dba6-1988-692c	2
take|v	patient	resource|n	1510-dba6-1988-692c	2
bad reaction|jn	structural-adjective	bad|j	159e-ed52-d9e3-76ed	0
bad reaction|jn	structural-noun	reaction|n	159e-ed52-d9e3-76ed	0
reaction|n	has property	bad|j	159e-ed52-d9e3-76ed	0
can float|vp	structural-patient	float|n	1603-cc51-e120-065e	2
can float|vp	structural-verb	can|v	1603-cc51-e120-065e	2
can|v	patient	float|n	1603-cc51-e120-065e	2
push water|vp	structural-patient	water|n	1631-78fe-2811-ffb9	2
push water|vp	structural-verb	push|v	1631-78fe-2811-ffb9	2
push|v	patient	water|n	1631-78fe-2811-ffb9	2
acidic rainwater|jn	structural-adjective	acidic|j	1632-1fa8-8c28-5669	0
acidic rainwater|jn	structural-adjective	acidic|j	1632-1fa8-8c28-5669	0
acidic rainwater|jn	structural-noun	rainwater|n	1632-1fa8-8c28-5669	0
acidic rainwater|jn	structural-noun	rainwater|n	1632-1fa8-8c28-5669	0
rainwater|n	has property	acidic|j	1632-1fa8-8c28-5669	0
fewer plant|qn	structural-noun	plant|n	163a-1ae9-b8d6-c3ab	0
fewer plant|qn	structural-quantifier	fewer|q	163a-1ae9-b8d6-c3ab	0
animal become oil|avp	structural-agent	animal|n	1661-ce4a-34f0-7409	2
animal become oil|avp	structural-patient	oil|n	1661-ce4a-34f0-7409	2
animal become oil|avp	structural-verb	become|v	1661-ce4a-34f0-7409	2
become|v	agent	animal|n	1661-ce4a-34f0-7409	2
become|v	agent	plant|n	1661-ce4a-34f0-7409	2
become|v	patient	oil|n	1661-ce4a-34f0-7409	2
bury animal|vp	structural-patient	animal|n	1661-ce4a-34f0-7409	2
bury animal|vp	structural-verb	bury|v	1661-ce4a-34f0-7409	2
bury plant|vp	structural-patient	plant|n	1661-ce4a-34f0-7409	2
bury plant|vp	structural-verb	bury|v	1661-ce4a-34f0-7409	2
bury|v	patient	animal|n	1661-ce4a-34f0-7409	2
bury|v	patient	plant|n	1661-ce4a-34f0-7409	2
extreme heat|jn	structural-adjective	extreme|j	1661-ce4a-34f0-7409	0
extreme heat|jn	structural-noun	heat|n	1661-ce4a-34f0-7409	0
extreme pressure|jn	structural-adjective	extreme|j	1661-ce4a-34f0-7409	0
extreme pressure|jn	structural-noun	pressure|n	1661-ce4a-34f0-7409	0
heat|n	has property	extreme|j	1661-ce4a-34f0-7409	0
plant become oil|avp	structural-agent	plant|n	1661-ce4a-34f0-7409	2
plant become oil|avp	structural-patient	oil|n	1661-ce4a-34f0-7409	2
plant become oil|avp	structural-verb	become|v	1661-ce4a-34f0-7409	2
pressure|n	has property	extreme|j	1661-ce4a-34f0-7409	0
sea bottom|ns	structural-noun-compound	bottom|n	1661-ce4a-34f0-7409	0
sea bottom|ns	structural-noun-compound	sea|n	1661-ce4a-34f0-7409	0
People's Republic of China|ns	structural-noun-compound	China|n	1679-1965-c85f-b456	0
People's Republic of China|ns	structural-noun-compound	People'|n	1679-1965-c85f-b456	0
People's Republic of China|ns	structural-noun-compound	Republic|n	1679-1965-c85f-b456	0
People's Republic of China|ns	structural-noun-compound	of|n	1679-1965-c85f-b456	0
autonomous region|jn	structural-adjective	autonomous|j	1679-1965-c85f-b456	0
autonomous region|jn	structural-noun	region|n	1679-1965-c85f-b456	0
region|n	has property	autonomous|j	1679-1965-c85f-b456	0
crystal structure|ns	structural-noun	structure|n	16b8-4881-cbed-004f	0
crystal structure|ns	structural-noun-compound	crystal|n	16b8-4881-cbed-004f	0
structure|n	has property	crystal|j	16b8-4881-cbed-004f	0
cylinder|n	has property	graduated|j	1732-2d9c-7bc6-4556	0
graduated cylinder|jn	structural-adjective	graduated|j	1732-2d9c-7bc6-4556	0
graduated cylinder|jn	structural-noun	cylinder|n	1732-2d9c-7bc6-4556	0
rain gauge|ns	structural-noun-compound	gauge|n	1732-2d9c-7bc6-4556	0
rain gauge|ns	structural-noun-compound	rain|n	1732-2d9c-7bc6-4556	0
particle vibrate|av	structural-agent	particle|n	1746-191d-7cbb-69c4	2
particle vibrate|av	structural-verb	vibrate|v	1746-191d-7cbb-69c4	2
rubber band|ns	structural-noun-compound	band|n	1746-191d-7cbb-69c4	0
rubber band|ns	structural-noun-compound	rubber|n	1746-191d-7cbb-69c4	0
vibrate|v	agent	particle|n	1746-191d-7cbb-69c4	2
blue light|jn	structural-adjective	blue|j	1761-802d-4af8-c594	0
blue light|jn	structural-noun	light|n	1761-802d-4af8-c594	0
blue object|jn	structural-adjective	blue|j	1761-802d-4af8-c594	0
blue object|jn	structural-noun	object|n	1761-802d-4af8-c594	0
light|n	has property	blue|j	1761-802d-4af8-c594	0
object|n	has property	blue|j	1761-802d-4af8-c594	0
eye color|ns	structural-noun-compound	color|n	1763-9f64-7941-cb50	0
eye color|ns	structural-noun-compound	eye|n	1763-9f64-7941-cb50	0
rocky terrain|jn	structural-adjective	rocky|j	1769-4bec-1684-3665	0
rocky terrain|jn	structural-noun	terrain|n	1769-4bec-1684-3665	0
terrain|n	has property	rocky|j	1769-4bec-1684-3665	0
mineral|n	has property	small|j	17a3-86be-a2ea-bdb8	0
rock|n	has property	small|j	17a3-86be-a2ea-bdb8	0
small mineral|jn	structural-adjective	small|j	17a3-86be-a2ea-bdb8	0
small mineral|jn	structural-noun	mineral|n	17a3-86be-a2ea-bdb8	0
small rock|jn	structural-adjective	small|j	17a3-86be-a2ea-bdb8	0
small rock|jn	structural-noun	rock|n	17a3-86be-a2ea-bdb8	0
event|n	has property	natural|j	17c2-1a0b-fa3f-63cb	0
natural event|jn	structural-adjective	natural|j	17c2-1a0b-fa3f-63cb	0
natural event|jn	structural-noun	event|n	17c2-1a0b-fa3f-63cb	0
less number|jn	structural-adjective	less|j	17e7-deeb-44f0-1758	0
less number|jn	structural-noun	number|n	17e7-deeb-44f0-1758	0
lower number|jn	structural-adjective	lower|j	17e7-deeb-44f0-1758	0
lower number|jn	structural-noun	number|n	17e7-deeb-44f0-1758	0
number|n	has property	less|j	17e7-deeb-44f0-1758	0
number|n	has property	lower|j	17e7-deeb-44f0-1758	0
increase|v	agent	temperature|n	17ff-5bac-df42-a1b4	2
rise|v	agent	temperature|n	17ff-5bac-df42-a1b4	2
temperature increase|av	structural-agent	temperature|n	17ff-5bac-df42-a1b4	2
temperature increase|av	structural-verb	increase|v	17ff-5bac-df42-a1b4	2
temperature rise|av	structural-agent	temperature|n	17ff-5bac-df42-a1b4	2
temperature rise|av	structural-verb	rise|v	17ff-5bac-df42-a1b4	2
weather event|ns	structural-noun-compound	event|n	182e-8760-e878-1751	0
weather event|ns	structural-noun-compound	weather|n	182e-8760-e878-1751	0
high temperature|jn	structural-adjective	high|j	1857-eaa2-79ea-ce00	0
high temperature|jn	structural-noun	temperature|n	1857-eaa2-79ea-ce00	0
temperature|n	has property	high|j	1857-eaa2-79ea-ce00	0
near north pole|jn	structural-adjective	near|j	185a-1acc-1d39-1dc0	0
near north pole|jn	structural-noun	north pole|ns	185a-1acc-1d39-1dc0	0
north pole|ns	has property	near|j	185a-1acc-1d39-1dc0	0
north pole|ns	structural-noun-compound	north|n	185a-1acc-1d39-1dc0	0
north pole|ns	structural-noun-compound	pole|n	185a-1acc-1d39-1dc0	0
blow|v	agent	wind|n	185e-29ab-4975-8d8b	2
wind blow|av	structural-agent	wind|n	185e-29ab-4975-8d8b	2
wind blow|av	structural-verb	blow|v	185e-29ab-4975-8d8b	2
skeletal system|ns	structural-noun-compound	skeletal|n	1868-9bad-b9cc-1302	0
skeletal system|ns	structural-noun-compound	system|n	1868-9bad-b9cc-1302	0
green plant|jn	structural-adjective	green|j	1869-0d26-040c-9a3d	0
green plant|jn	structural-noun	plant|n	1869-0d26-040c-9a3d	0
plant|n	has property	green|j	1869-0d26-040c-9a3d	0
water lily|ns	structural-noun-compound	lily|n	1869-0d26-040c-9a3d	0
water lily|ns	structural-noun-compound	water|n	1869-0d26-040c-9a3d	0
material|n	has property	raw|j	1875-8ce4-1858-8652	0
raw material|jn	structural-adjective	raw|j	1875-8ce4-1858-8652	0
raw material|jn	structural-noun	material|n	1875-8ce4-1858-8652	0
use raw material|vp	structural-patient	raw material|jn	1875-8ce4-1858-8652	2
use raw material|vp	structural-verb	use|v	1875-8ce4-1858-8652	2
use|v	patient	raw material|jn	1875-8ce4-1858-8652	2
cold weather|jn	structural-adjective	cold|j	1876-6b7a-984c-60e2	0
cold weather|jn	structural-noun	weather|n	1876-6b7a-984c-60e2	0
jet stream|ns	structural-noun-compound	jet|n	1876-6b7a-984c-60e2	0
jet stream|ns	structural-noun-compound	stream|n	1876-6b7a-984c-60e2	0
weather|n	has property	cold|j	1876-6b7a-984c-60e2	0
burn gasoline|vp	structural-patient	gasoline|n	1893-0c1c-dddc-e8c4	2
burn gasoline|vp	structural-verb	burn|v	1893-0c1c-dddc-e8c4	2
burn|v	patient	gasoline|n	1893-0c1c-dddc-e8c4	2
gasoline engine|ns	structural-noun-compound	engine|n	1893-0c1c-dddc-e8c4	0
gasoline engine|ns	structural-noun-compound	gasoline|n	1893-0c1c-dddc-e8c4	0
change|v	agent	leaf|n	189c-21f9-3228-3f0c	2
change|v	patient	colour|n	189c-21f9-3228-3f0c	2
leaf change colour|avp	structural-agent	leaf|n	189c-21f9-3228-3f0c	2
leaf change colour|avp	structural-patient	colour|n	189c-21f9-3228-3f0c	2
leaf change colour|avp	structural-verb	change|v	189c-21f9-3228-3f0c	2
high wind speed|jn	structural-adjective	high|j	18c4-e5f9-2e96-516d	0
high wind speed|jn	structural-noun	wind speed|ns	18c4-e5f9-2e96-516d	0
wind speed|ns	has property	high|j	18c4-e5f9-2e96-516d	0
wind speed|ns	structural-noun-compound	speed|n	18c4-e5f9-2e96-516d	0
wind speed|ns	structural-noun-compound	wind|n	18c4-e5f9-2e96-516d	0
cell membrane|ns	structural-noun-compound	cell|n	18c9-8e1d-c07f-850a	0
cell membrane|ns	structural-noun-compound	membrane|n	18c9-8e1d-c07f-850a	0
dead organism|jn	structural-adjective	dead|j	18f3-bb02-623d-b420	0
dead organism|jn	structural-noun	organism|n	18f3-bb02-623d-b420	0
organism|n	has property	dead|j	18f3-bb02-623d-b420	0
internal organ|ns	structural-noun-compound	internal|n	1910-6fcf-a49a-634a	0
internal organ|ns	structural-noun-compound	organ|n	1910-6fcf-a49a-634a	0
measure distance|vp	structural-patient	distance|n	1958-4336-80f2-90bd	2
measure distance|vp	structural-verb	measure|v	1958-4336-80f2-90bd	2
measure length|vp	structural-patient	length|n	1958-4336-80f2-90bd	2
measure length|vp	structural-verb	measure|v	1958-4336-80f2-90bd	2
measure|v	patient	distance|n	1958-4336-80f2-90bd	2
measure|v	patient	length|n	1958-4336-80f2-90bd	2
meter stick|ns	structural-noun-compound	meter|n	1958-4336-80f2-90bd	0
meter stick|ns	structural-noun-compound	stick|n	1958-4336-80f2-90bd	0
add heat|vp	structural-patient	heat|n	1966-99de-7765-39de	2
add heat|vp	structural-verb	add|v	1966-99de-7765-39de	2
add|v	patient	heat|n	1966-99de-7765-39de	2
kill bacterium|vp	structural-patient	bacterium|n	1966-99de-7765-39de	2
kill bacterium|vp	structural-verb	kill|v	1966-99de-7765-39de	2
kill virus|vp	structural-patient	virus|n	1966-99de-7765-39de	2
kill virus|vp	structural-verb	kill|v	1966-99de-7765-39de	2
kill|v	patient	bacteria|n	1966-99de-7765-39de	2
kill|v	patient	virus|n	1966-99de-7765-39de	2
infertile soil|jn	structural-adjective	infertile|j	198b-a912-6c6c-5887	0
infertile soil|jn	structural-noun	soil|n	198b-a912-6c6c-5887	0
low quality|jn	structural-adjective	low|j	198b-a912-6c6c-5887	0
low quality|jn	structural-noun	quality|n	198b-a912-6c6c-5887	0
quality|n	has property	low|j	198b-a912-6c6c-5887	0
soil|n	has property	infertile|j	198b-a912-6c6c-5887	0
preserve organism|vp	structural-patient	organism|n	198d-4495-e5b7-1477	2
preserve organism|vp	structural-verb	preserve|v	198d-4495-e5b7-1477	2
preserve|v	patient	organism|n	198d-4495-e5b7-1477	2
sedimentary rock|jn	structural-adjective	sedimentary|j	198d-4495-e5b7-1477	0
sedimentary rock|jn	structural-noun	rock|n	198d-4495-e5b7-1477	0
living entity|jn	structural-adjective	living|j	1992-cbd3-6534-a7f7	0
living entity|jn	structural-noun	entity|n	1992-cbd3-6534-a7f7	0
protect living entity|vp	structural-patient	living entity|jn	1992-cbd3-6534-a7f7	2
protect living entity|vp	structural-verb	protect|v	1992-cbd3-6534-a7f7	2
protect|v	patient	living entity|jn	1992-cbd3-6534-a7f7	2
glacier melt|av	structural-agent	glacier|n	19c9-47bf-de91-1f2e	2
glacier melt|av	structural-verb	melt|v	19c9-47bf-de91-1f2e	2
ice melt|av	structural-agent	ice|n	19c9-47bf-de91-1f2e	2
ice melt|av	structural-verb	melt|v	19c9-47bf-de91-1f2e	2
melt|v	agent	glacier|n	19c9-47bf-de91-1f2e	2
melt|v	agent	ice|n	19c9-47bf-de91-1f2e	2
melt|v	agent	snow|n	19c9-47bf-de91-1f2e	2
snow melt|av	structural-agent	snow|n	19c9-47bf-de91-1f2e	2
snow melt|av	structural-verb	melt|v	19c9-47bf-de91-1f2e	2
wind speed|ns	structural-noun-compound	speed|n	1a23-b7e4-5ac6-60c3	0
wind speed|ns	structural-noun-compound	wind|n	1a23-b7e4-5ac6-60c3	0
moon orbit|av	structural-agent	moon|n	1a29-2268-eeb7-edba	2
moon orbit|av	structural-verb	orbit|v	1a29-2268-eeb7-edba	2
orbit|v	agent	moon|n	1a29-2268-eeb7-edba	2
estuary water|ns	structural-noun-compound	estuary|n	1a35-de3e-b0e2-6c27	0
estuary water|ns	structural-noun-compound	water|n	1a35-de3e-b0e2-6c27	0
carbon monoxide|ns	structural-noun-compound	carbon|n	1a38-d031-a283-b5aa	0
carbon monoxide|ns	structural-noun-compound	monoxide|n	1a38-d031-a283-b5aa	0
digestive system|ns	structural-noun-compound	digestive|n	1a59-b031-9090-8933	0
digestive system|ns	structural-noun-compound	system|n	1a59-b031-9090-8933	0
increase temperature|vp	structural-patient	temperature|n	1a64-71d5-62de-afa4	2
increase temperature|vp	structural-verb	increase|v	1a64-71d5-62de-afa4	2
increase|v	patient	temperature|n	1a64-71d5-62de-afa4	2
loose soil|jn	structural-adjective	loose|j	1ab8-7900-02c0-a2d6	0
loose soil|jn	structural-noun	soil|n	1ab8-7900-02c0-a2d6	0
soil|n	has property	loose|j	1ab8-7900-02c0-a2d6	0
fuel supply|ns	structural-noun-compound	fuel|n	1aed-3c74-88e1-9d96	0
fuel supply|ns	structural-noun-compound	supply|n	1aed-3c74-88e1-9d96	0
consume food|vp	structural-patient	food|n	1af8-152d-3dd1-798c	2
consume food|vp	structural-verb	consume|v	1af8-152d-3dd1-798c	2
consume|v	patient	food|n	1af8-152d-3dd1-798c	2
energy source|ns	structural-noun-compound	energy|n	1b14-afc4-9d2b-8dbd	0
energy source|ns	structural-noun-compound	source|n	1b14-afc4-9d2b-8dbd	0
become cold|vj	structural-adjective	cold|j	1b1f-6621-ffb4-727c	0
become cold|vj	structural-verb	become|v	1b1f-6621-ffb4-727c	0
become|v	result	cold|j	1b1f-6621-ffb4-727c	0
get cold|vj	structural-adjective	cold|j	1b1f-6621-ffb4-727c	0
get cold|vj	structural-verb	get|v	1b1f-6621-ffb4-727c	0
get|v	result	cold|j	1b1f-6621-ffb4-727c	0
conserve natural resource|vp	structural-patient	natural resource|jn	1b2f-e95c-68f1-e31e	2
conserve natural resource|vp	structural-verb	conserve|v	1b2f-e95c-68f1-e31e	2
conserve|v	patient	natural resource|jn	1b2f-e95c-68f1-e31e	2
natural resource|jn	structural-adjective	natural|j	1b2f-e95c-68f1-e31e	0
natural resource|jn	structural-noun	resource|n	1b2f-e95c-68f1-e31e	0
object|n	has property	required|j	1b31-08ba-2a30-8dd0	0
required object|jn	structural-adjective	required|j	1b31-08ba-2a30-8dd0	0
required object|jn	structural-noun	object|n	1b31-08ba-2a30-8dd0	0
machine|n	has property	simple|j	1b74-b53a-b4ec-5b5f	0
simple machine|jn	structural-adjective	simple|j	1b74-b53a-b4ec-5b5f	0
simple machine|jn	structural-noun	machine|n	1b74-b53a-b4ec-5b5f	0
little gas|qn	structural-noun	gas|n	1baf-ecbe-1359-5aed	0
little gas|qn	structural-quantifier	little|q	1baf-ecbe-1359-5aed	0
colour|n	has property	light|j	1bf4-ea57-b77d-dd0b	0
light colour|jn	structural-adjective	light|j	1bf4-ea57-b77d-dd0b	0
light colour|jn	structural-noun	colour|n	1bf4-ea57-b77d-dd0b	0
natural resource|jn	structural-adjective	natural|j	1c04-5228-7c5d-ab8a	0
natural resource|jn	structural-noun	resource|n	1c04-5228-7c5d-ab8a	0
resource|n	has property	natural|j	1c04-5228-7c5d-ab8a	0
tree frog|ns	structural-noun-compound	frog|n	1c1c-9c8d-bd03-dfea	0
tree frog|ns	structural-noun-compound	tree|n	1c1c-9c8d-bd03-dfea	0
avoid fossil fuel|vp	structural-patient	fossil fuel|ns	1c25-34e6-67f5-e7a6	2
avoid fossil fuel|vp	structural-verb	avoid|v	1c25-34e6-67f5-e7a6	2
avoid|v	patient	fossil fuel|ns	1c25-34e6-67f5-e7a6	2
fossil fuel|ns	structural-noun-compound	fossil|n	1c25-34e6-67f5-e7a6	0
fossil fuel|ns	structural-noun-compound	fuel|n	1c25-34e6-67f5-e7a6	0
People's Republic of China|ns	structural-noun-compound	China|n	1c3c-b52d-bc25-6f08	0
People's Republic of China|ns	structural-noun-compound	People'|n	1c3c-b52d-bc25-6f08	0
People's Republic of China|ns	structural-noun-compound	Republic|n	1c3c-b52d-bc25-6f08	0
People's Republic of China|ns	structural-noun-compound	of|n	1c3c-b52d-bc25-6f08	0
sea animal|ns	structural-noun-compound	animal|n	1c57-e18b-f776-c5eb	0
sea animal|ns	structural-noun-compound	sea|n	1c57-e18b-f776-c5eb	0
living thing|jn	structural-adjective	living|j	1c66-2f7c-2b52-0b37	0
living thing|jn	structural-noun	thing|n	1c66-2f7c-2b52-0b37	0
United States of America|ns	structural-noun-compound	America|n	1c68-9816-f8c4-926a	0
United States of America|ns	structural-noun-compound	State|n	1c68-9816-f8c4-926a	0
United States of America|ns	structural-noun-compound	United|n	1c68-9816-f8c4-926a	0
United States of America|ns	structural-noun-compound	of|n	1c68-9816-f8c4-926a	0
fall|v	agent	snow|n	1c78-f04e-5974-e03c	2
snow fall|av	structural-agent	snow|n	1c78-f04e-5974-e03c	2
snow fall|av	structural-verb	fall|v	1c78-f04e-5974-e03c	2
change|v	agent	season|n	1cca-1ac1-5bea-5cf6	2
earth revolve|av	structural-agent	earth|n	1cca-1ac1-5bea-5cf6	2
earth revolve|av	structural-verb	revolve|v	1cca-1ac1-5bea-5cf6	2
revolve|v	agent	earth|n	1cca-1ac1-5bea-5cf6	2
season change|av	structural-agent	season|n	1cca-1ac1-5bea-5cf6	2
season change|av	structural-verb	change|v	1cca-1ac1-5bea-5cf6	2
instrument|n	has property	musical|j	1ccb-478a-9689-4e12	0
musical instrument|jn	structural-adjective	musical|j	1ccb-478a-9689-4e12	0
musical instrument|jn	structural-noun	instrument|n	1ccb-478a-9689-4e12	0
very tall|qj	structural-adjective	tall|j	1cf5-4c61-5764-7fcb	0
very tall|qj	structural-quantifier	very|q	1cf5-4c61-5764-7fcb	0
electron leave atom|avp	structural-agent	electron|n	1cf8-9176-21d7-92ba	2
electron leave atom|avp	structural-patient	atom|n	1cf8-9176-21d7-92ba	2
electron leave atom|avp	structural-verb	leave|v	1cf8-9176-21d7-92ba	2
leave|v	agent	electron|n	1cf8-9176-21d7-92ba	2
